year,month,day,hour,experimental.day,microsite,rep,temp,RH
2013,4,29,2,3,open,4,17.249,34.062
2013,4,29,3,3,open,4,16.415,36.623
2013,4,29,4,3,open,4,15.461,38.663
2013,4,29,5,3,open,4,14.314,40.093
2013,4,29,6,3,open,4,13.088,40.222
2013,4,29,7,3,open,4,14.816,38.497
2013,4,29,8,3,open,4,21.772,25.868
2013,4,29,9,3,open,4,29.966,19.129
2013,4,29,10,3,open,4,37.288,15.079
2013,4,29,11,3,open,4,42.654,13.523
2013,4,29,12,3,open,4,47.157,11.64
2013,4,29,13,3,open,4,50.025,10.377
2013,4,29,14,3,open,4,50.856,9.594
2013,4,29,15,3,open,4,50.025,9.401
2013,4,29,16,3,open,4,47.678,9.562
2013,4,29,17,3,open,4,43.951,10.071
2013,4,29,18,3,open,4,38.476,11.412
2013,4,29,19,3,open,4,33.027,12.866
2013,4,29,20,3,open,4,27.825,15.464
2013,4,29,21,3,open,4,24.026,18.27
2013,4,29,22,3,open,4,23.184,21.103
2013,4,29,23,3,open,4,22.13,22.461
2013,4,30,0,4,open,4,19.841,25.584
2013,4,30,1,4,open,4,18.747,27.138
2013,4,30,2,4,open,4,17.796,28.332
2013,4,30,3,4,open,4,16.939,30.216
2013,4,30,4,4,open,4,16.225,32.019
2013,4,30,5,4,open,4,14.936,34.695
2013,4,30,6,4,open,4,14.768,36.595
2013,4,30,7,4,open,4,16.606,36.205
2013,4,30,8,4,open,4,23.521,26.714
2013,4,30,9,4,open,4,30.798,20.978
2013,4,30,10,4,open,4,37.343,15.857
2013,4,30,11,4,open,4,41.795,14.037
2013,4,30,12,4,open,4,45.75,12.624
2013,4,30,13,4,open,4,47.974,11.753
2013,4,30,14,4,open,4,48.67,11.499
2013,4,30,15,4,open,4,48.139,11.357
2013,4,30,16,4,open,4,46.226,11.442
2013,4,30,17,4,open,4,43.163,12.117
2013,4,30,18,4,open,4,37.288,14.924
2013,4,30,19,4,open,4,32.949,17.476
2013,4,30,20,4,open,4,29.115,21.248
2013,4,30,21,4,open,4,26.744,26.954
2013,4,30,22,4,open,4,24.847,33.127
2013,4,30,23,4,open,4,23.04,38.129
2013,5,1,0,5,open,4,20.817,41.79
2013,5,1,1,5,open,4,18.747,45.32
2013,5,1,2,5,open,4,17.677,48.011
2013,5,1,3,5,open,4,16.415,50.368
2013,5,1,4,5,open,4,15.533,53.308
2013,5,1,5,5,open,4,14.337,54.052
2013,5,1,6,5,open,4,15.127,26.721
2013,5,1,7,5,open,4,16.534,15.349
2013,5,1,8,5,open,4,21.175,11.819
2013,5,1,9,5,open,4,26.622,9.739
2013,5,1,10,5,open,4,31.816,8.994
2013,5,1,11,5,open,4,35.075,8.003
2013,5,1,12,5,open,4,38.06,7.544
2013,5,1,13,5,open,4,41.152,7.644
2013,5,1,14,5,open,4,42.267,7.115
2013,5,1,15,5,open,4,41.707,7.178
2013,5,1,16,5,open,4,39.857,7.12
2013,5,1,17,5,open,4,36.444,7.332
2013,5,1,18,5,open,4,31.052,8.025
2013,5,1,19,5,open,4,26.378,8.8
2013,5,1,20,5,open,4,22.561,10.582
2013,5,1,21,5,open,4,18.461,12.907
2013,5,1,22,5,open,4,18.652,14.264
2013,5,1,23,5,open,4,17.867,14.747
2013,5,2,0,6,open,4,16.701,15.283
2013,5,2,1,6,open,4,15.557,15.742
2013,5,2,2,6,open,4,14.697,15.918
2013,5,2,3,6,open,4,14.074,16.179
2013,5,2,4,6,open,4,13.618,15.642
2013,5,2,5,6,open,4,12.968,16.705
2013,5,2,6,6,open,4,12.292,17.178
2013,5,2,7,6,open,4,12.195,17.318
2013,5,2,8,6,open,4,17.701,13.771
2013,5,2,9,6,open,4,23.424,12.067
2013,5,2,10,6,open,4,27.776,11.175
2013,5,2,11,6,open,4,32.898,9.819
2013,5,2,12,6,open,4,38.198,8.666
2013,5,2,13,6,open,4,40.544,8.226
2013,5,2,14,6,open,4,41.502,7.655
2013,5,2,15,6,open,4,41.239,7.445
2013,5,2,16,6,open,4,39.857,7.923
2013,5,2,17,6,open,4,36.335,8.323
2013,5,2,18,6,open,4,31.153,9.753
2013,5,2,19,6,open,4,26.28,11.345
2013,5,2,20,6,open,4,21.915,13.592
2013,5,2,21,6,open,4,19.056,15.104
2013,5,2,22,6,open,4,15.867,16.715
2013,5,2,23,6,open,4,13.882,18.066
2013,4,27,9,1,open,5,28.419,25.405
2013,4,27,10,1,open,5,39.375,18.011
2013,4,27,11,1,open,5,44.257,14.781
2013,4,27,12,1,open,5,47.777,12.949
2013,4,27,13,1,open,5,49.581,10.604
2013,4,27,14,1,open,5,48.737,9.031
2013,4,27,15,1,open,5,47.941,8.515
2013,4,27,16,1,open,5,43.013,9.114
2013,4,27,17,1,open,5,38.476,9.63
2013,4,27,18,1,open,5,34.019,10.567
2013,4,27,19,1,open,5,28.866,12.685
2013,4,27,20,1,open,5,22.992,16.05
2013,4,27,21,1,open,5,20.031,17.825
2013,4,27,22,1,open,5,18.604,18.738
2013,4,27,23,1,open,5,18.01,19.069
2013,4,28,0,2,open,5,16.463,20.323
2013,4,28,1,2,open,5,14.601,22.506
2013,4,28,2,2,open,5,13.93,23.031
2013,4,28,3,2,open,5,14.002,24.773
2013,4,28,4,2,open,5,13.353,26.517
2013,4,28,5,2,open,5,13.329,30.842
2013,4,28,6,2,open,5,13.305,34.473
2013,4,28,7,2,open,5,14.337,35.547
2013,4,28,8,2,open,5,20.96,24.301
2013,4,28,9,2,open,5,30.369,18.775
2013,4,28,10,2,open,5,37.261,16.008
2013,4,28,11,2,open,5,43.163,14.178
2013,4,28,12,2,open,5,47.58,12.299
2013,4,28,13,2,open,5,49.922,11.184
2013,4,28,14,2,open,5,51.031,9.926
2013,4,28,15,2,open,5,49.819,9.068
2013,4,28,16,2,open,5,44.936,9.464
2013,4,28,17,2,open,5,40.688,10.269
2013,4,28,18,2,open,5,36.227,11.596
2013,4,28,19,2,open,5,30.545,14.412
2013,4,28,20,2,open,5,24.823,17.344
2013,4,28,21,2,open,5,22.561,18.596
2013,4,28,22,2,open,5,20.65,20.287
2013,4,28,23,2,open,5,19.222,21.801
2013,4,29,0,3,open,5,18.652,24.356
2013,4,29,1,3,open,5,17.986,28.452
2013,4,29,2,3,open,5,16.939,33.18
2013,4,29,3,3,open,5,16.058,36.286
2013,4,29,4,3,open,5,15.127,37.865
2013,4,29,5,3,open,5,14.026,39.108
2013,4,29,6,3,open,5,12.703,39.985
2013,4,29,7,3,open,5,14.864,37.838
2013,4,29,8,3,open,5,22.202,25.181
2013,4,29,9,3,open,5,31.077,18.286
2013,4,29,10,3,open,5,38.309,14.894
2013,4,29,11,3,open,5,43.982,12.947
2013,4,29,12,3,open,5,48.471,11.37
2013,4,29,13,3,open,5,51.348,10.019
2013,4,29,14,3,open,5,52.239,9.316
2013,4,29,15,3,open,5,51.101,9.031
2013,4,29,16,3,open,5,46.003,9.825
2013,4,29,17,3,open,5,41.942,10.236
2013,4,29,18,3,open,5,37.343,11.169
2013,4,29,19,3,open,5,32.098,12.671
2013,4,29,20,3,open,5,27.136,14.898
2013,4,29,21,3,open,5,23.376,17.638
2013,4,29,22,3,open,5,22.872,20.386
2013,4,29,23,3,open,5,21.915,22.119
2013,4,30,0,4,open,5,19.532,25.062
2013,4,30,1,4,open,5,18.366,26.684
2013,4,30,2,4,open,5,17.439,27.882
2013,4,30,3,4,open,5,16.606,29.807
2013,4,30,4,4,open,5,15.891,31.44
2013,4,30,5,4,open,5,14.577,34.56
2013,4,30,6,4,open,5,14.457,36.497
2013,4,30,7,4,open,5,16.606,35.496
2013,4,30,8,4,open,5,23.737,26.155
2013,4,30,9,4,open,5,31.561,20.124
2013,4,30,10,4,open,5,37.866,15.612
2013,4,30,11,4,open,5,41.972,14.124
2013,4,30,12,4,open,5,46.13,12.56
2013,4,30,13,4,open,5,48.471,11.692
2013,4,30,14,4,open,5,49.006,11.391
2013,4,30,15,4,open,5,48.804,11.221
2013,4,30,16,4,open,5,44.073,11.916
2013,4,30,17,4,open,5,40.717,12.649
2013,4,30,18,4,open,5,36.012,14.863
2013,4,30,19,4,open,5,32.124,17.204
2013,4,30,20,4,open,5,28.543,20.767
2013,4,30,21,4,open,5,26.304,26.271
2013,4,30,22,4,open,5,24.532,32.574
2013,4,30,23,4,open,5,22.705,37.653
2013,5,1,0,5,open,5,20.46,41.353
2013,5,1,1,5,open,5,18.319,45.431
2013,5,1,2,5,open,5,17.415,47.309
2013,5,1,3,5,open,5,16.082,50.105
2013,5,1,4,5,open,5,15.27,51.889
2013,5,1,5,5,open,5,14.074,53.893
2013,5,1,6,5,open,5,15.127,26.581
2013,5,1,7,5,open,5,16.796,14.917
2013,5,1,8,5,open,5,21.748,11.387
2013,5,1,9,5,open,5,27.481,9.306
2013,5,1,10,5,open,5,32.175,8.693
2013,5,1,11,5,open,5,35.102,7.766
2013,5,1,12,5,open,5,36.824,7.264
2013,5,1,13,5,open,5,39.318,7.344
2013,5,1,14,5,open,5,39.516,6.707
2013,5,1,15,5,open,5,39.857,6.718
2013,5,1,16,5,open,5,37.645,6.81
2013,5,1,17,5,open,5,34.045,7.096
2013,5,1,18,5,open,5,29.115,7.646
2013,5,1,19,5,open,5,24.847,8.513
2013,5,1,20,5,open,5,21.628,10.01
2013,5,1,21,5,open,5,16.939,12.464
2013,5,1,22,5,open,5,18.58,13.587
2013,5,1,23,5,open,5,17.701,14.106
2013,5,2,0,6,open,5,16.415,14.676
2013,5,2,1,6,open,5,15.247,15.136
2013,5,2,2,6,open,5,14.601,15.177
2013,5,2,3,6,open,5,13.93,15.511
2013,5,2,4,6,open,5,13.618,14.981
2013,5,2,5,6,open,5,12.847,16.042
2013,5,2,6,6,open,5,12.316,16.452
2013,5,2,7,6,open,5,12.703,16.326
2013,5,2,8,6,open,5,20.126,12.907
2013,5,2,9,6,open,5,24.508,11.502
2013,5,2,10,6,open,5,27.505,10.855
2013,5,2,11,6,open,5,31.97,9.471
2013,5,2,12,6,open,5,36.335,8.442
2013,5,2,13,6,open,5,38.032,7.862
2013,5,2,14,6,open,5,38.504,7.478
2013,5,2,15,6,open,5,39.036,7.014
2013,5,2,16,6,open,5,38.032,7.703
2013,5,2,17,6,open,5,33.574,8.269
2013,5,2,18,6,open,5,28.742,9.508
2013,5,2,19,6,open,5,24.46,11.423
2013,5,2,20,6,open,5,20.579,13.379
2013,5,2,21,6,open,5,17.867,14.822
2013,5,2,22,6,open,5,14.457,16.566
2013,5,2,23,6,open,5,12.751,17.712
